Ticket Number,Project,Category,Severity,Priority,Task Type,Status,Ticket Owner,Assigned To,Summary,Date Submitted,Status Updated,Resolution Date,Target Date,Track Time,Latest Comments
T0500569,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 1,Medium,Query,On Hold,Anand,Raj,Ticket Summary: Software malfunction causing system crashes and data loss.,15-04-2025 02:30,18-05-2025 12:26,21-05-2025 16:43,07-06-2025 12:21,2 D,"After further investigation, it was determined that the issue stemmed from a misconfiguration in the database connection settings within the application's code. The root cause was traced back to a recent update that inadvertently altered the database credentials, causing the application to fail in retrieving the necessary data. To resolve this issue, the database connection settings were corrected to align with the updated credentials, ensuring a successful connection to the database.

Additionally, a thorough review of the code logic revealed a bug in the data retrieval process that was impacting the functionality of the application. The code was modified to address this issue, ensuring that the data is now being retrieved accurately and displayed correctly within the application. A series of tests were conducted in the UAT environment to validate the fixes, and it was confirmed that the application is now functioning as expected.

In conclusion, the necessary fixes have been applied and verified in the PROD environment. The database connection settings have been rectified, and the code logic has been updated to prevent any recurrence of the issue. The application should now be operating smoothly without any further disruptions."
T0500574,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 2,High,Support,Closed,Chong,Tan,Ticket Summary: User experiencing software malfunction causing system crashes and data loss.,07-03-2025 19:56,20-05-2025 01:28,22-05-2025 13:11,19-06-2025 12:21,20 D,"After investigating the issue with the database module, it was determined that the root cause of the issue was due to a misconfiguration in the database connection settings. The configuration was pointing to the wrong database server, which resulted in the application being unable to retrieve the necessary data. To resolve this issue, the database configuration was updated to point to the correct server, and the application was able to successfully connect to the database and retrieve the required data.

Additionally, a code logic review was conducted, and it was discovered that there was a typo in the SQL query that was causing the data to be retrieved incorrectly. The typo was corrected, and the query was re-executed, which resolved the issue with the incorrect data being displayed in the application. The updated code logic was tested in the UAT environment, and the data was verified to be displaying correctly.

The fix has been applied and verified in the PROD environment. The application is now functioning as expected, and the issue has been successfully resolved. Thank you for your patience."
T0500575,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 1,Medium,Incident,Resolved,Tan,Chong,The user reported that they were unable to access their course materials due to a server error on the LMS platform.,14-02-2025 07:23,17-05-2025 22:14,24-05-2025 15:21,01-06-2025 12:21,45 D,"After conducting a thorough review of the reported issue, we have identified that the root cause lies in a misconfiguration in the database module. Upon further analysis, it was determined that a recent update to the configuration settings inadvertently caused the application to query incorrect data, leading to the unexpected behavior reported by the user.

To address this issue, we have reverted the database configuration settings to their previous state and tested the application in both UAT and PROD environments. Additionally, we have implemented additional validation checks to ensure that such misconfigurations are caught before they impact the end-users. 

The resolution steps taken have been successful in restoring the application's functionality and preventing any future occurrences of this issue. The fix has been applied and verified in the PROD environment, ensuring that users can continue to utilize the application without any disruptions. Thank you for bringing this to our attention."
T0500579,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 1,Medium,Test Tracker,In Progress,Raj,Raj,Users are experiencing issues with log-in errors and difficulties accessing course materials on the LMS platform.,15-03-2025 11:33,24-05-2025 14:45,19-05-2025 11:22,04-06-2025 12:21,2 D,"Upon further investigation into the reported issue with the module X, it was determined that the root cause of the issue stemmed from a misconfiguration in the data mapping process. This misconfiguration led to incorrect data being passed through the system, causing the module to not function as expected. 

To address this issue, the configuration settings were adjusted to ensure that the data mapping process aligns correctly with the module's requirements. Additionally, a thorough review of the code logic was conducted to identify any potential areas where similar misconfigurations may have occurred. 

After implementing these changes, the issue was tested in both UAT and PROD environments to verify that the fix was successful. We are pleased to confirm that the issue has been resolved, and the module X is now functioning as intended in the PROD environment. Thank you for bringing this to our attention. Fix applied and verified in PROD."
T0500578,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 3,Low,General,Resolved,Ali,,Users are experiencing frequent error messages and system crashes when trying to upload assignments on the LMS.,12-01-2025 19:32,21-05-2025 02:33,24-05-2025 02:19,17-06-2025 12:21,2 D,"After thorough investigation, we identified the root cause of the issue to be a misconfiguration in the database module. The incorrect database settings were causing conflicts with the application logic, leading to the intermittent errors reported by users. To resolve this issue, we verified and corrected the database configuration settings on the production environment, ensuring they align with the application's requirements.

Additionally, we reviewed the code logic responsible for fetching and processing data from the database. We found a bug in the data retrieval function that was not handling certain edge cases properly, resulting in unexpected behavior. We fixed the code logic and performed thorough testing in both UAT and PROD environments to ensure the issue is fully resolved.

Lastly, we monitored the application's performance post-resolution and confirmed that the error reports have ceased. The fix has been successfully applied and verified in the PROD environment. If you encounter any further issues, please feel free to open a new ticket. Thank you for your patience and understanding. Fix applied and verified in PROD."
T0500577,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 1,Medium,Support,On Hold,Chong,Ali,"User reported a problem with accessing course materials on the LMS, receiving error messages when trying to view content.",21-03-2025 10:40,17-05-2025 15:22,20-05-2025 05:48,15-06-2025 12:21,5 D,"After conducting a thorough investigation, we have identified the root cause of the issue to be a misconfiguration in the database connection settings within the XYZ module. This misconfiguration was causing the system to fail in retrieving the necessary data for processing, leading to the error experienced by the end user. To resolve this issue, we have updated the database connection settings in the configuration file of the XYZ module to ensure the correct data retrieval process.

Furthermore, we have also implemented additional error handling logic in the code of the XYZ module to prevent similar issues from occurring in the future. This logic will now properly handle any connection errors and provide appropriate feedback to the end user in case of a data retrieval failure. Additionally, we have thoroughly tested these changes in both the UAT and PROD environments to ensure a successful implementation.

The fix has been applied and verified in the PROD environment, and we can confirm that the issue has been resolved. If you encounter any further issues related to this matter, please do not hesitate to reopen a new ticket for assistance. Thank you for your understanding and cooperation in this matter."
T0500576,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 1,High,Enhancement,In Progress,Lebron,Chong,Network connectivity problems causing user disruptions and system downtime.,22-12-2024 16:34,19-05-2025 12:15,19-05-2025 21:57,20-06-2025 12:21,30 D,"After further investigation, the issue was traced back to a misconfigured firewall rule in the network settings module. The root cause of the connectivity problem was the incorrect port number specified in the firewall configuration, which was blocking the communication between the server and the client. To resolve this issue, the firewall rule was updated to allow traffic on the correct port number.

Additionally, a code review of the application logic revealed a bug in the data processing module that was causing the unexpected behavior reported in the ticket. The bug was related to a conditional statement that was not properly handling edge cases, leading to incorrect data being processed. The code was refactored to include proper error handling and boundary checks to prevent similar issues in the future.

Lastly, the resolution steps were successfully tested in the UAT environment, and the fix was applied and verified in the PROD environment. Users should no longer experience any connectivity issues, and the application should now be functioning as expected. Thank you for your patience and understanding. Fix applied and verified in PROD."
T0500580,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 3,Low,Incident,In Progress,Lebron,Ali,"""Network Connectivity Issues""",05-04-2025 11:48,23-05-2025 16:38,25-05-2025 19:01,19-06-2025 12:21,20 D,"After conducting a thorough technical analysis, it was determined that the root cause of the issue lies in a misconfiguration within the database module. Specifically, a database trigger was not firing as expected due to a discrepancy in the trigger logic. This resulted in incorrect data being inserted into the database, leading to the reported anomalies in the system.

In order to resolve this issue, the database trigger logic was revised to properly handle the data insertion process. Additionally, a series of tests were conducted in the UAT environment to ensure that the trigger was functioning correctly and the data was being processed accurately. Once the fix was applied and verified in UAT, it was then successfully deployed to the PROD environment.

The fix has been applied and verified in the PROD environment. The database module is now functioning as intended, and the reported issues have been resolved. Thank you for your patience and understanding throughout this process."
T0500582,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 1,Medium,Incident,Reopened,Siti,Ali,"""Network Connectivity Issue""",24-12-2024 04:05,21-05-2025 15:22,22-05-2025 03:24,03-06-2025 12:21,20 D,"After investigation, the issue was traced back to a misconfiguration in the backend database module. The root cause was identified as a discrepancy in the data mapping logic between the front-end user interface and the database schema. This resulted in incorrect data being retrieved and displayed to the end user.

To address this issue, the database configuration was updated to ensure alignment with the front-end data mapping. Additionally, a validation check was implemented to verify the accuracy of the data being retrieved. After rigorous testing in the UAT environment, the fix was successfully applied and verified in the PROD environment.

This resolution has effectively remedied the data inconsistency issue and restored normal functionality to the system. Thank you for your patience and cooperation throughout this process. Fix applied and verified in PROD."
T0500583,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 1,Low,Support,On Hold,Ali,Tan,Ticket Summary: Software experiencing frequent crashes and slow performance.,02-01-2025 22:49,23-05-2025 00:26,26-05-2025 05:39,27-05-2025 12:21,30 D,"Upon conducting further investigation, it was determined that the issue stemmed from a misconfiguration in the database module. The root cause of the error was traced back to a discrepancy in the table mapping, leading to erroneous data retrieval in the backend system. To address this issue, the database configuration was adjusted to ensure proper table linking and data synchronization.

Following the configuration update, a thorough testing process was carried out in the user acceptance testing (UAT) environment. The modified database module was tested extensively to validate the accuracy of data retrieval and processing. Subsequently, the changes were successfully promoted to the production environment for implementation.

In conclusion, the resolution has been applied and verified in the production environment. The database module is now operating as intended, with the issue resolved and functionality restored. Thank you for your attention to this matter."
T0500581,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 3,Medium,Support,Closed,Chong,,Network connection errors causing disruptions in data transmission and communication within the system.,08-03-2025 03:51,26-05-2025 07:12,18-05-2025 07:27,13-06-2025 12:21,10 D,"After investigating the issue, it was determined that the root cause of the connectivity problem was due to a misconfiguration in the networking module of the system. Specifically, there was an incorrect IP address assigned to the server which was causing it to not communicate properly with the other devices on the network. 

To resolve this issue, the networking configuration was updated to reflect the correct IP address of the server. Additionally, the network settings were tested in both the UAT and PROD environments to ensure that the connectivity issue was fully resolved. 

With these changes implemented, the server was successfully able to communicate with the other devices on the network without any further issues. The fix has been applied and verified in the PROD environment, and the ticket can now be closed."
T0500584,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 2,Medium,Change Request,On Hold,Lebron,Siti,Ticket Summary: Software malfunction causing system crashes and error messages.,28-04-2025 08:55,22-05-2025 13:24,24-05-2025 03:19,02-06-2025 12:21,45 D,"After further investigation, it was determined that the issue with the system crashes was due to a misconfiguration in the database connection settings. The incorrect port number was causing the application to fail when trying to establish a connection. The root cause was identified as a recent update to the database server configuration, which resulted in the port number being changed without updating the application settings accordingly.

To resolve the issue, the database connection settings were updated with the correct port number. Additionally, a thorough review of other potential configuration discrepancies was conducted to ensure there were no other underlying issues. After making these adjustments, the application was successfully tested in the UAT environment and no further system crashes were observed.

The fix has been applied and verified in the PROD environment. Users should no longer experience any disruptions due to this issue. Thank you for your patience as we worked to identify and address the root cause of the problem. If you have any further concerns, please do not hesitate to open a new ticket for assistance."
T0500589,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 3,Low,Support,Closed,Chong,Chong,"""Network Connectivity Issue on Employee's Laptop""",29-12-2024 16:37,22-05-2025 04:57,19-05-2025 06:32,20-06-2025 12:21,1 D,"After thorough investigation, the issue was identified to be caused by a misconfiguration in the database module. The root cause was traced back to a duplicate entry in the database table, leading to conflicts in data retrieval. To resolve this, we performed a data cleanup by removing the duplicate entry and optimizing the database indexes for smoother performance.

Additionally, we reviewed the code logic in the affected module and found a bug in the data retrieval function. The code logic was updated to ensure accurate data fetching and processing. After implementing these changes, we conducted thorough testing in the UAT environment to validate the resolution. All tests passed successfully, confirming that the issue has been resolved.

Lastly, the fix was applied and verified in the PROD environment to ensure that the solution is effective in the live system. The system is now running smoothly without any further issues. Thank you for your patience and cooperation throughout this process. Fix applied and verified in PROD."
T0500586,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 1,Medium,Change Request,New,Siti,Anand,Users are experiencing frequent crashes and slow loading times on the LMS platform.,15-12-2024 16:07,24-05-2025 20:15,22-05-2025 15:47,07-06-2025 12:21,3 D,"After conducting a thorough analysis of the issue, it was determined that the root cause of the reported error stemmed from a misconfiguration in the database module. Upon further investigation, it was found that a specific table was not properly indexed, leading to slow query performance and resulting in the application timing out during data retrieval. To address this, the database schema was updated to include the necessary indexes for improved query optimization.

Additionally, a code review was conducted to identify any potential bottlenecks in the application logic. It was discovered that a piece of code responsible for processing large datasets was not efficiently handling data retrieval and manipulation. The code logic was refactored to leverage more efficient algorithms, resulting in a significant performance improvement.

Following the implementation of these changes, the updated code and database configurations were thoroughly tested in both UAT and PROD environments. After rigorous testing, the fix was successfully applied and verified in PROD without any reported issues. We will continue to monitor the system to ensure the stability and reliability of the application going forward."
T0500588,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 2,Medium,SIT Testing,Reopened,Siti,Tan,Network connectivity problems causing system downtime and user frustration.,05-12-2024 22:08,20-05-2025 20:28,25-05-2025 23:10,01-06-2025 12:21,3 D,"After further analysis, it was determined that the root cause of the issue was a misconfigured module in the system. The module was not properly configured to handle the specific data inputs, causing errors during processing. To resolve the issue, the configuration settings of the module were adjusted to ensure compatibility with the data being inputted.

Additionally, a code review was conducted to identify any potential logic errors that could have contributed to the issue. It was discovered that there was a bug in the code logic that was causing data to be processed incorrectly. The code was updated to fix the logic error, ensuring proper data processing moving forward.

Following the resolution steps, the changes were thoroughly tested in the UAT environment to confirm that the issue was fully resolved. After successful testing, the fix was applied and verified in the PROD environment. The system is now functioning as expected without any further issues."
T0500585,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 1,Medium,Internal Products Dev,Closed,Anand,Tan,Users reported difficulty logging in to the LMS system due to frequent system errors.,05-02-2025 21:47,19-05-2025 12:17,22-05-2025 11:13,10-06-2025 12:21,1 D,"After investigating the issue, we identified that the root cause was a misconfiguration in the networking module of the server. This misconfiguration was causing the communication failure between the application server and the database server, leading to the reported errors. To resolve this issue, we reconfigured the network settings on the server to ensure proper connectivity between the two servers.

Additionally, upon further analysis, we found that the code logic in the application was not handling the network errors gracefully, which was exacerbating the issue. We have updated the code logic to include proper error handling mechanisms to prevent similar issues from occurring in the future. 

Finally, we conducted thorough testing in the UAT environment to verify that the issue has been resolved. After confirming that the application is now functioning as expected without any errors, we have applied the fix in the production environment. The fix has been successfully implemented and verified in PROD."
T0500587,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 2,High,Incident,In Progress,Tan,Raj,Network connectivity problems causing slow performance and outages.,01-02-2025 02:29,17-05-2025 18:20,22-05-2025 04:57,16-06-2025 12:21,20 D,"After conducting a thorough investigation, it was determined that the issue stemmed from a misconfigured firewall rule blocking outgoing traffic from the affected server. This misconfiguration was causing disruptions in the communication between the server and our internal network. To resolve this, the firewall rule was adjusted to allow the necessary outgoing traffic, restoring normal functionality to the server.

Additionally, it was found that a recent software update had inadvertently changed the server's network settings, leading to further complications. The network settings were reverted to their previous state, ensuring proper communication with other systems. Testing was performed in the user acceptance testing (UAT) environment to confirm the resolution, and no further issues were encountered. 

Finally, the fix was successfully applied and verified in the production (PROD) environment. All systems are now operating as expected, and users should no longer experience any disruptions. Thank you for your patience as we worked to identify and resolve these issues. Fix applied and verified in PROD."
T0500590,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 3,Low,General,In Progress,Siti,,Users are unable to access course materials on the LMS due to frequent server timeouts.,15-05-2025 20:24,26-05-2025 11:33,18-05-2025 05:19,10-06-2025 12:21,45 D,"After analyzing the issue reported in the IT support ticket, we determined that the root cause was a misconfigured firewall rule blocking the communication between the application server and the database server in the UAT environment. The configuration error was identified in the network module settings, where a specific port necessary for the connection was mistakenly blocked.

To resolve the issue, we updated the firewall rule to allow the necessary port communication between the application and database servers in the UAT environment. Additionally, we conducted thorough testing in the UAT environment to ensure that the connection was successfully established and that the application was functioning as expected post-implementation.

The fix has been applied and verified in the UAT environment, and we have confirmed that the application is now able to communicate with the database server without any issues. Please note that this resolution only applies to the UAT environment, and we recommend applying the same configuration change to the PROD environment to prevent similar issues from occurring in the future. Thank you for your patience and understanding."
T0500592,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 3,Medium,Incident,New,Tan,Vig,Users reported difficulty accessing course materials due to frequent system crashes.,31-01-2025 14:51,24-05-2025 21:59,22-05-2025 12:40,20-06-2025 12:21,2 D,"Upon further investigation into the issue reported, it was determined that the root cause of the problem was a misconfiguration in the networking module of the application. This misconfiguration caused a disruption in the communication between the server and the client, resulting in the reported connectivity issues. 

To resolve this issue, the misconfigured network settings were identified and corrected in the application's configuration file. Additionally, a code review was conducted to ensure that there were no underlying issues within the code logic that could have contributed to the problem. 

After applying the necessary changes, the resolution was tested in both UAT and PROD environments to verify that the connectivity issues were indeed resolved. The fix has been successfully applied and verified in the PROD environment, and the ticket can now be closed. Thank you for bringing this issue to our attention."
T0500593,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 1,Low,General,Resolved,Chong,,"""Network Connectivity Issues""",03-02-2025 04:51,22-05-2025 06:08,19-05-2025 02:44,22-06-2025 12:21,15 D,"Upon further investigation, it was discovered that the root cause of the issue stemmed from an incorrect configuration in the database module. The misconfigured settings were causing a mismatch in the data being retrieved, leading to the system error reported. To address this, the database configuration was adjusted to align with the correct parameters, ensuring that the data retrieval process runs smoothly.

After making the necessary configuration changes, thorough testing was conducted in both the UAT and PROD environments to validate the resolution. The data fetching process was executed multiple times to confirm that the issue no longer persists. All test cases were successfully passed, indicating that the fix has been applied effectively and the system is now operating as expected in both environments.

In conclusion, the configuration adjustments made to the database module have resolved the issue with the data retrieval process. The fix has been applied and verified in the PROD environment, ensuring that users can continue to access the system without encountering any errors. Thank you for your patience as we worked to address this issue."
T0500594,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 1,Medium,Internal Products Dev,New,Tan,Raj,Ticket Summary: Software malfunction causing system crashes and errors.,27-12-2024 19:24,22-05-2025 17:05,23-05-2025 16:39,27-05-2025 12:21,20 D,"After conducting a thorough technical analysis, we have identified that the root cause of the issue was a misconfiguration in the database module. Upon further investigation, it was evident that there was a discrepancy in the data mapping within the module, causing the unexpected behavior reported in the ticket. 

To address this issue, we executed the necessary configuration changes within the database module to ensure that the data mapping is accurate and aligned with the system requirements. Additionally, we performed a series of tests in the UAT environment to validate the changes and confirm that the issue has been resolved. 

After confirming that the fix was successful in the UAT environment, we have applied the same configuration changes to the production environment. We have verified that the fix has been successfully implemented and tested in the production environment. The ticket can now be closed as the reported issue has been resolved."
T0500591,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 1,High,General,In Progress,Raj,Siti,Ticket Summary: Software malfunction causing system crashes and error messages.,23-02-2025 01:23,24-05-2025 06:23,21-05-2025 18:33,15-06-2025 12:21,7 D,"Upon further investigation, it was discovered that the issue originated from a misconfiguration in the database module. The root cause was traced back to an incorrect setting in the database connection string, causing the application to fail when attempting to retrieve data. To resolve this issue, the database configuration was updated with the correct information, allowing the application to successfully communicate with the database.

Additionally, during the troubleshooting process, it was identified that a bug in the code logic was also contributing to the issue. A code review was conducted, and the faulty logic was corrected to ensure smooth data retrieval and processing. After implementing these changes, thorough testing was performed in the UAT environment to validate the resolution. All test cases passed successfully, confirming that the issue has been effectively addressed.

Finally, the fix has been applied and verified in the PROD environment. The application is now functioning as expected, with no further disruptions reported. Thank you for your patience and understanding during this process."
T0500600,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 1,Medium,Test Tracker,On Hold,Chong,Ali,"""Software Installation Request""",29-04-2025 06:41,25-05-2025 14:49,25-05-2025 14:37,06-06-2025 12:21,20 D,"After investigating the issue further, we found that the root cause of the intermittent network connectivity was due to a misconfiguration in the firewall settings. Specifically, the rule for allowing outbound traffic for the affected module was incorrectly set, causing intermittent disruptions in communication with the server. 

To resolve this issue, we updated the firewall configuration to ensure that the correct ports were open for the module in both UAT and PROD environments. We also conducted thorough testing in both environments to confirm that the issue has been successfully resolved. 

The fix has been applied and verified in PROD, and all necessary changes have been documented for future reference. Thank you for your patience as we worked to identify and resolve this issue."
T0500596,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 1,Low,SIT Testing,Resolved,Anand,Lebron,Summary: Software malfunction causing system crashes and data loss on user's computer.,11-12-2024 18:42,25-05-2025 15:13,23-05-2025 04:39,14-06-2025 12:21,1 D,"After conducting a thorough investigation, our team discovered that the issue stemmed from a misconfigured firewall rule that was blocking the necessary traffic to the database module. This misconfiguration was causing intermittent connectivity issues for users accessing the application in the PROD environment. The root cause was identified as a recent update to the firewall rules that inadvertently blocked the specific port required for database communication.

To address this issue, we have updated the firewall rule to allow the proper traffic flow to the database module in the PROD environment. Additionally, we have implemented a monitoring system to ensure that any future changes to firewall rules are thoroughly reviewed and tested to prevent similar incidents from occurring. 

The fix has been successfully applied and verified in the PROD environment. Users should now be able to access the application without any connectivity issues. Thank you for bringing this to our attention, and please don't hesitate to reach out if you encounter any further issues."
T0500595,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 1,Medium,Change Request,Closed,Siti,Vig,Ticket Summary: Software malfunction causing system crashes and error messages on user's computer.,25-01-2025 08:11,19-05-2025 22:06,19-05-2025 11:26,24-06-2025 12:21,7 D,"After conducting a thorough technical analysis, the root cause of the issue was identified to be a misconfiguration in the network module settings. Specifically, the firewall rules were blocking the communication between the server and the client application, causing the connection failure. To address this issue, the firewall settings were adjusted to allow the necessary traffic to flow smoothly.

Additionally, upon further investigation, it was discovered that the server's SSL certificate had expired, leading to authentication errors during the communication process. The expired certificate was promptly renewed and updated on the server to ensure secure connections between the server and client application.

Furthermore, a code logic error was found in the client application that was causing intermittent crashes. A code review revealed a bug in the error-handling logic, which was promptly fixed and deployed to the production environment. 

Fixes have been applied and verified in the production environment, ensuring that the issue has been fully resolved. Thank you for your patience as we worked to address these complex technical issues."
T0500598,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 2,Medium,Enhancement,Closed,Vig,Chong,Users are experiencing difficulty accessing course materials due to frequent system crashes in the LMS.,12-01-2025 23:38,18-05-2025 00:38,22-05-2025 09:15,23-06-2025 12:21,7 D,"After conducting a thorough investigation, it was identified that the issue was caused by a misconfiguration in the database connection settings within the application's backend module. This misconfiguration was resulting in a failure to establish a proper connection with the database, leading to the error message encountered by the end user. 

To resolve this issue, the database connection settings were reviewed and corrected to ensure the proper database credentials were being used. Additionally, the code logic responsible for handling the database connections was updated to prevent similar issues from occurring in the future. 

After applying these changes, the application was tested in the UAT environment, and it was confirmed that the error no longer occurred. The fix was then successfully deployed to the PROD environment and verified to be functioning as expected without any further issues. 

Fix applied and verified in PROD."
T0500601,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 2,Low,Internal Products Dev,Closed,Ali,Siti,"""Network Connectivity Issue""",14-01-2025 14:29,19-05-2025 10:54,17-05-2025 23:01,11-06-2025 12:21,20 D,"After conducting a thorough investigation into the reported issue, it was determined that the root cause of the issue was a misconfiguration in the authentication module of the system. This misconfiguration was causing the system to reject valid user credentials, leading to the login failures experienced by the end user. 

To address this issue, the authentication module settings were reviewed and corrected to ensure that they align with the system requirements. Additionally, a validation check was added to the code logic to verify user credentials before attempting to authenticate them, preventing similar issues from occurring in the future. 

Furthermore, the resolution steps were tested in the UAT environment to confirm that the issue has been successfully resolved. Upon successful testing, the fix was applied and verified in the PROD environment as well. Users should now be able to log in without any further authentication issues. 

Fix applied and verified in PROD."
T0500602,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 2,High,SIT Testing,Closed,Ali,Lebron,Network connectivity problem causing disruption in service availability and performance.,21-02-2025 14:25,19-05-2025 17:32,19-05-2025 15:12,14-06-2025 12:21,5 D,"After further investigation, the root cause of the issue was identified to be a misconfiguration in the database module. The incorrect database connection string was causing the application to fail when attempting to retrieve data from the database. 

To resolve this issue, we updated the database connection string in the configuration file to point to the correct database instance. We then tested the application in the UAT environment to ensure that the changes were successful and did not introduce any new issues. 

After confirming that the application was functioning as expected in UAT, the fix was applied to the production environment. We monitored the application closely following the deployment to ensure that there were no disruptions to service. 

Fix applied and verified in PROD."
T0500599,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 1,High,Support,New,Ali,Tan,Network connectivity problems causing interruptions in access to critical systems.,11-05-2025 17:41,20-05-2025 17:36,19-05-2025 10:11,11-06-2025 12:21,45 D,"After investigating the issue, it was determined that the root cause of the technical glitch was an incorrect configuration in the database module. Specifically, the database table columns were not properly aligned with the application's data schema, leading to data inconsistencies and errors in the code logic. This discrepancy caused the application to malfunction and display incorrect information to users.

To resolve the issue, the database configuration was adjusted to ensure alignment with the application's data schema. Additionally, a thorough code review was conducted to identify and rectify any discrepancies in the logic that was causing the erroneous data display. After implementing these changes, the application was tested in the UAT environment to ensure that the issue was fully resolved.

The fix has been successfully applied and verified in the PROD environment. Users should no longer experience any issues related to the incorrect data display. Thank you for your patience and understanding."
T0500597,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 3,High,Support,New,Anand,Anand,"Users are experiencing issues with logging in to the LMS system, receiving error messages stating their credentials are incorrect.",24-12-2024 08:37,23-05-2025 10:50,17-05-2025 21:29,20-06-2025 12:21,30 D,"After conducting a thorough investigation, we have identified the root cause of the issue to be a misconfiguration in the database module. Specifically, there was an error in the SQL query logic that was causing incorrect data retrieval, leading to the discrepancies reported. To address this, we have modified the database configuration settings to ensure proper data retrieval and accuracy.

Furthermore, during our testing in the UAT environment, we have successfully validated the resolution by executing various test scenarios and confirming that the data is now being retrieved correctly. We have also reviewed the code logic associated with the database module to prevent similar issues from occurring in the future. The updated configuration has been deployed to the PROD environment, and we have verified that the fix has been applied successfully.

In conclusion, the issue has been resolved by addressing the misconfiguration in the database module. The necessary changes have been implemented and tested in both UAT and PROD environments, ensuring that the problem is fully resolved. Thank you for your patience, and please don't hesitate to reach out if you encounter any further issues. Fix applied and verified in PROD."
T0500605,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 2,High,Enhancement,Resolved,Ali,Ali,Users are experiencing login issues and are unable to access course materials on the LMS.,21-12-2024 12:52,20-05-2025 02:50,19-05-2025 18:20,13-06-2025 12:21,20 D,"After further investigation, we identified that the root cause of the issue was a misconfiguration in the database connection settings within the application's code. This misconfiguration was causing the application to attempt to connect to the wrong database instance, leading to the failure of the data retrieval process. 

To address this issue, we updated the database connection settings in the application's configuration file to point to the correct database instance. Additionally, we performed thorough testing in both UAT and PROD environments to ensure that the issue was fully resolved. 

The fix has been successfully applied and verified in the PROD environment. The application is now able to connect to the correct database instance and retrieve data without any errors. Thank you for your patience and understanding throughout this process. 

Fix applied and verified in PROD."
T0500603,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 2,High,Query,Closed,Vig,Siti,The user reported that they were unable to access their grades on the LMS due to a technical error.,09-03-2025 07:43,26-05-2025 03:09,24-05-2025 19:15,10-06-2025 12:21,20 D,"Upon further investigation, it was identified that the issue originated from a misconfiguration in the database module. The root cause of the problem was traced back to an incorrect data mapping in the backend system, which was causing the application to retrieve outdated information from the database. To resolve this issue, we updated the configuration settings in the database module to ensure that the application is now correctly fetching the most up-to-date data.

Additionally, during the troubleshooting process, it was discovered that a bug in the code logic was also contributing to the issue. This bug was causing the application to process the retrieved data incorrectly, leading to the erroneous results experienced by the end users. To address this, we have modified the code logic in the affected module to accurately interpret the data from the database and perform the necessary operations accordingly.

After implementing these changes, we conducted thorough testing in both UAT and PROD environments to validate the solution. We are pleased to report that the fix has been successfully applied and verified in the PROD environment. The system is now functioning as intended, and users should no longer encounter the previous issue. Thank you for your patience and understanding throughout this process."
T0500606,MTS 2024-2026(Jun),Learning Management System (LMS),Severity 1,High,General,Reopened,Raj,Ali,Ticket Summary: Software malfunction causing program crashes and data loss.,17-12-2024 03:32,24-05-2025 21:46,21-05-2025 08:05,12-06-2025 12:21,1 D,"After conducting a thorough investigation, the issue was identified to be caused by a misconfiguration in the database module. The root cause was traced back to an incorrect data mapping that was leading to inconsistencies in the data retrieval process. To address this issue, the configuration settings were adjusted to ensure proper data mapping between the database tables and the application logic.

Additionally, a code review was performed to validate the changes made in the database module. It was discovered that there was a discrepancy in the code logic that was contributing to the data retrieval errors. The code was updated to correct the logic and ensure seamless integration with the database module.

Following the implementation of these changes, thorough testing was conducted in the UAT environment to validate the resolution. The tests confirmed that the issue has been successfully resolved, and the fix has been applied and verified in the production environment. Thank you for your patience, and please don't hesitate to reach out if you encounter any further issues."
